id,latitude,longitude,track_id,time
46,-10.94266202,-37.050978,103,9/23/2020 7:27
47,-10.94223704,-37.05089977,103,9/23/2020 7:27
48,-10.9418835,-37.05077629,103,9/23/2020 7:27
49,-10.94169743,-37.05070298,103,9/23/2020 7:27
50,-10.94169743,-37.05070298,103,9/23/2020 7:27
51,-10.94169743,-37.05070298,103,9/23/2020 7:27
52,-10.94169743,-37.05070298,103,9/23/2020 7:27
53,-10.94169743,-37.05070298,103,9/13/2020 7:29
54,-10.94169743,-37.05070298,103,9/13/2020 7:29
55,-10.94169743,-37.05070298,103,9/13/2020 7:29
56,-10.94169743,-37.05070298,103,9/13/2020 7:29
57,-10.94169743,-37.05070298,103,9/13/2020 7:29
58,-10.94169743,-37.05070298,103,9/13/2020 7:29
59,-10.94169743,-37.05070298,103,9/13/2020 7:29
60,-10.94169743,-37.05070298,103,9/13/2020 7:29
61,-10.94169743,-37.05070298,104,9/14/2020 7:30
62,-10.94169743,-37.05070298,104,9/14/2020 7:30
63,-10.94169743,-37.05070298,104,9/14/2020 7:30
64,-10.94169743,-37.05070298,104,9/14/2020 7:30
65,-10.94147327,-37.05058755,104,9/14/2020 7:30
66,-10.94138226,-37.05018678,104,9/14/2020 7:30
67,-10.9416644,-37.04977136,104,9/14/2020 7:30
68,-10.94195255,-37.04939389,104,9/14/2020 7:30
69,-10.94228149,-37.04898069,104,9/14/2020 7:30
70,-10.94271396,-37.04841846,104,9/14/2020 7:30
71,-10.94316593,-37.04784047,104,9/14/2020 7:30
72,-10.94362763,-37.04738422,104,9/14/2020 7:31
73,-10.94419187,-37.04692971,104,9/14/2020 7:31
74,-10.94488887,-37.04645904,104,9/14/2020 7:31
75,-10.94543696,-37.04619092,104,9/14/2020 7:31
76,-10.94565158,-37.04611989,104,9/14/2020 7:31
77,-10.94565158,-37.04611989,104,9/14/2020 7:31
78,-10.94565158,-37.04611989,104,9/14/2020 7:31
79,-10.94575441,-37.04610036,104,9/14/2020 7:31
80,-10.94605526,-37.04598469,104,9/14/2020 7:31
81,-10.94633251,-37.04587714,104,9/14/2020 7:31
82,-10.94677957,-37.04572459,104,9/14/2020 7:31
83,-10.94705119,-37.04568528,104,9/14/2020 7:31
84,-10.9470851,-37.04576843,105,9/13/2020 7:32
85,-10.94708532,-37.04578286,105,9/13/2020 7:32
86,-10.94708532,-37.04578286,105,9/13/2020 7:32
87,-10.94708532,-37.04578286,105,9/13/2020 7:32
88,-10.94708532,-37.04578286,105,9/13/2020 7:32
89,-10.94708532,-37.04578286,105,9/13/2020 7:32
90,-10.94708532,-37.04578286,105,9/13/2020 7:32
91,-10.93943942,-37.06242838,105,9/13/2020 13:37
92,-10.93944232,-37.06256992,105,9/13/2020 13:37
93,-10.93944232,-37.06256992,105,9/13/2020 13:38
94,-10.93944232,-37.06256992,105,9/13/2020 13:38
95,-10.93899402,-37.06280406,105,9/13/2020 13:38
96,-10.93860314,-37.06296434,105,9/13/2020 13:38
97,-10.93835807,-37.06278978,105,9/13/2020 13:38
98,-10.93829299,-37.06237239,105,9/13/2020 13:38
99,-10.93854427,-37.06176238,105,9/13/2020 13:38
100,-10.93889765,-37.06105771,105,9/13/2020 13:38
101,-10.9392863,-37.06034013,105,9/13/2020 13:38
102,-10.93958482,-37.0597757,105,9/13/2020 13:38
103,-10.93981259,-37.05935465,105,9/13/2020 13:39
104,-10.94003912,-37.0589944,105,9/13/2020 13:39
105,-10.94029375,-37.05890855,105,9/13/2020 13:39
106,-10.94044568,-37.05899324,105,9/13/2020 13:39
107,-10.94071019,-37.05920933,105,9/13/2020 13:39
108,-10.94091498,-37.05938079,105,9/13/2020 13:39
109,-10.94092187,-37.05938262,105,9/13/2020 13:39
110,-10.94111489,-37.05955812,105,9/13/2020 13:39
111,-10.94143233,-37.05984643,105,9/13/2020 13:39
112,-10.94189287,-37.06029526,105,9/13/2020 13:39
113,-10.94234691,-37.06074624,105,9/13/2020 13:39
114,-10.9425804,-37.06096802,105,9/13/2020 13:40
115,-10.94263953,-37.06101946,105,9/13/2020 13:40
116,-10.94263953,-37.06101946,105,9/13/2020 13:40
117,-10.94263953,-37.06101946,105,9/13/2020 13:40
118,-10.94266097,-37.0610417,105,9/13/2020 13:40
119,-10.94286097,-37.0612328,105,9/13/2020 13:40
120,-10.94315305,-37.06155233,105,9/13/2020 13:40
121,-10.94350765,-37.06192153,105,9/13/2020 13:40
122,-10.94410138,-37.0621534,105,9/13/2020 13:40
123,-10.94468481,-37.06230469,105,9/13/2020 13:40
124,-10.94527759,-37.06251654,105,9/13/2020 13:40
125,-10.94594673,-37.06281271,105,9/13/2020 13:41
126,-10.94671859,-37.06308869,105,9/13/2020 13:41
127,-10.94730157,-37.06335312,105,9/13/2020 13:41
128,-10.94778644,-37.06381369,105,9/13/2020 13:41
129,-10.94844587,-37.06445785,105,9/13/2020 13:41
130,-10.94904832,-37.06500803,105,9/13/2020 13:41
131,-10.94979403,-37.06571115,105,9/13/2020 13:41
132,-10.9504376,-37.06632879,105,9/13/2020 13:41
133,-10.95101859,-37.06687168,105,9/13/2020 13:41
134,-10.95164801,-37.06724984,105,9/13/2020 13:41
135,-10.95194617,-37.06738994,105,9/13/2020 13:41
136,-10.95245685,-37.06766077,105,9/13/2020 13:42
137,-10.95311692,-37.06801289,105,9/13/2020 13:42
138,-10.95373597,-37.06834647,105,9/13/2020 13:42
139,-10.95425643,-37.06861906,105,9/13/2020 13:42
140,-10.95456037,-37.06876904,105,9/13/2020 13:42
141,-10.9551056,-37.06906634,105,9/13/2020 13:42
142,-10.95571837,-37.06937444,105,9/13/2020 13:42
143,-10.95645998,-37.06951516,105,9/13/2020 13:42
144,-10.95722549,-37.06945968,105,9/13/2020 13:42
145,-10.9582645,-37.06937347,105,9/13/2020 13:42
146,-10.959267,-37.06930038,105,9/13/2020 13:42
147,-10.96033403,-37.06924749,105,9/13/2020 13:43
148,-10.9616459,-37.069179,105,9/13/2020 13:43
149,-10.96270941,-37.06910438,105,9/13/2020 13:43
150,-10.96397319,-37.06903497,105,9/13/2020 13:43
151,-10.96497853,-37.06897429,105,9/13/2020 13:43
152,-10.9656844,-37.06850669,105,9/13/2020 13:43
153,-10.96592044,-37.06768898,105,9/13/2020 13:43
154,-10.96610809,-37.06688631,105,9/13/2020 13:43
155,-10.96630181,-37.06600845,105,9/13/2020 13:43
156,-10.96646721,-37.06534033,105,9/13/2020 13:43
157,-10.96698213,-37.06499147,105,9/13/2020 13:43
158,-10.96764198,-37.06528425,105,9/13/2020 13:44
159,-10.96814327,-37.06557494,105,9/13/2020 13:44
160,-10.9687186,-37.06599832,105,9/13/2020 13:44
161,-10.96927369,-37.0664603,105,9/13/2020 13:44
162,-10.96945204,-37.06660118,105,9/13/2020 13:44
163,-10.96959754,-37.06671691,105,9/13/2020 13:44
164,-10.96985275,-37.0669367,105,9/13/2020 13:44
165,-10.97016947,-37.0671957,105,9/13/2020 13:44
166,-10.97041451,-37.06739896,105,9/13/2020 13:44
167,-10.97048234,-37.06735379,105,9/13/2020 13:44
168,-10.97032484,-37.06715337,105,9/13/2020 13:44
169,-10.97020309,-37.06704726,105,9/13/2020 13:45
170,-10.97024076,-37.066873,105,9/13/2020 13:45
171,-10.97046391,-37.0665994,105,9/13/2020 13:45
172,-10.97074272,-37.06632107,105,9/13/2020 13:45
173,-10.97105451,-37.06647656,105,9/13/2020 13:45
174,-10.97140669,-37.06677885,105,9/13/2020 13:45
175,-10.97186827,-37.06717748,105,9/13/2020 13:45
176,-10.97201951,-37.06732553,105,9/13/2020 13:45
177,-10.97215358,-37.06744312,105,9/13/2020 13:45
178,-10.9723854,-37.06761853,105,9/13/2020 13:45
179,-10.97258704,-37.06777718,105,9/13/2020 13:45
180,-10.97286671,-37.067999,105,9/13/2020 13:46
181,-10.97318196,-37.06824471,105,9/13/2020 13:46
182,-10.97329008,-37.06835596,105,9/13/2020 13:46
183,-10.97331396,-37.0683913,105,9/13/2020 13:46
184,-10.97331396,-37.0683913,106,9/13/2020 13:46
185,-10.97340625,-37.06848176,106,9/13/2020 13:46
186,-10.97355518,-37.06857843,106,9/13/2020 13:46
187,-10.97388026,-37.06881238,106,9/13/2020 13:46
188,-10.97409123,-37.06894244,106,9/13/2020 13:46
189,-10.97418474,-37.06886148,106,9/13/2020 13:46
190,-10.97428593,-37.0687222,106,9/13/2020 13:46
191,-10.97436295,-37.06863122,106,9/13/2020 13:47
192,-10.97442223,-37.06855982,106,9/13/2020 13:47
193,-10.97447997,-37.06848969,106,9/13/2020 13:47
194,-10.97454607,-37.06841423,106,9/13/2020 13:47
195,-10.97467334,-37.06824215,106,9/13/2020 13:47
196,-10.97479694,-37.06806764,106,9/13/2020 13:47
197,-10.97487819,-37.06798559,106,9/13/2020 13:47
198,-10.97494334,-37.06790972,106,9/13/2020 13:47
199,-10.97494334,-37.06790972,106,9/13/2020 13:47
200,-10.97496155,-37.06788944,106,9/13/2020 13:47
201,-10.97496155,-37.06788944,106,9/13/2020 13:47
202,-10.97496155,-37.06788944,106,9/13/2020 13:48
203,-10.97496155,-37.06788944,106,9/13/2020 13:48
204,-10.90316197,-37.04829366,106,9/17/2020 5:09
205,-10.90350528,-37.04826179,106,9/17/2020 5:09
206,-10.9044166,-37.048209,106,9/17/2020 5:09
207,-10.90566667,-37.04826027,106,9/17/2020 5:09
208,-10.90665436,-37.04823489,106,9/17/2020 5:10
209,-10.90688271,-37.04826517,106,9/17/2020 5:10
210,-10.90698404,-37.04826304,106,9/17/2020 5:10
211,-10.90744522,-37.04817327,106,9/17/2020 5:10
212,-10.90775002,-37.04812751,106,9/17/2020 5:10
213,-10.90814574,-37.04811577,106,9/17/2020 5:10
214,-10.90856335,-37.04811518,106,9/17/2020 5:11
215,-10.90880862,-37.04837897,106,9/17/2020 5:11
216,-10.90884032,-37.04909024,106,9/17/2020 5:11
217,-10.90888622,-37.04957044,106,9/17/2020 5:11
218,-10.90888783,-37.04970444,106,9/17/2020 5:11
219,-10.90889749,-37.04971122,106,9/17/2020 5:12
220,-10.90889728,-37.04971129,106,9/17/2020 5:12
221,-10.90889585,-37.04971152,106,9/17/2020 5:12
222,-10.90889388,-37.04971141,106,9/17/2020 5:12
223,-10.90889255,-37.04971138,106,9/17/2020 5:12
224,-10.90889197,-37.04971162,106,9/17/2020 5:12
225,-10.90888499,-37.04983142,106,9/17/2020 5:13
226,-10.90887499,-37.05050216,106,9/17/2020 5:13
227,-10.90889296,-37.05237154,106,9/17/2020 5:09
228,-10.90904785,-37.05260632,106,9/17/2020 5:09
229,-10.90973536,-37.05266121,106,9/17/2020 5:09
230,-10.91010518,-37.05261827,106,9/17/2020 5:09
231,-10.91000414,-37.05256681,106,9/17/2020 5:10
232,-10.91048646,-37.05260013,106,9/17/2020 5:10
233,-10.91135943,-37.05269498,106,9/17/2020 5:10
234,-10.91229152,-37.05277322,106,9/17/2020 5:10
235,-10.91342033,-37.05270886,106,9/17/2020 5:10
236,-10.91431659,-37.05278532,106,9/17/2020 5:10
237,-10.91506897,-37.05266128,106,9/17/2020 5:11
238,-10.91544909,-37.05242861,106,9/17/2020 5:11
239,-10.91593664,-37.05267365,106,9/17/2020 5:11
240,-10.91667623,-37.05265982,106,9/17/2020 5:11
241,-10.91748816,-37.05281022,106,9/17/2020 5:11
242,-10.91801454,-37.05269153,106,9/17/2020 5:11
243,-10.91787201,-37.05279041,106,9/17/2020 5:11
244,-10.91785134,-37.05282591,106,9/17/2020 5:11
245,-10.91792023,-37.052902,106,9/17/2020 5:11
246,-10.91837675,-37.05296211,106,9/17/2020 5:11
247,-10.91850017,-37.0533763,106,9/17/2020 5:11
248,-10.91849212,-37.05358395,106,9/17/2020 5:11
249,-10.91849799,-37.05357595,106,9/17/2020 5:11
250,-10.9184368,-37.05413224,106,9/17/2020 5:11
251,-10.91850316,-37.05443409,106,9/17/2020 5:11
252,-10.91850858,-37.05446375,106,9/17/2020 5:11
253,-10.9185052,-37.05446315,106,9/17/2020 5:11
254,-10.91839066,-37.05517003,106,9/17/2020 5:11
255,-10.91841456,-37.05612296,106,9/17/2020 5:11
256,-10.9185024,-37.05687158,106,9/17/2020 5:11
257,-10.9181955,-37.05773603,106,9/17/2020 5:11
258,-10.91861413,-37.05873733,106,9/17/2020 5:11
259,-10.91855651,-37.05895014,106,9/17/2020 5:11
260,-10.91835643,-37.05889317,106,9/17/2020 5:11
261,-10.91854341,-37.05965251,106,9/17/2020 5:11
262,-10.91848843,-37.06081932,106,9/17/2020 5:11
263,-10.91843979,-37.06219825,106,9/17/2020 5:11
264,-10.91841746,-37.06266105,106,9/17/2020 5:11
265,-10.91837862,-37.06279615,106,9/17/2020 5:11
266,-10.91831496,-37.06300964,106,9/17/2020 5:11
267,-10.9183473,-37.06299321,106,9/17/2020 5:11
268,-10.91837899,-37.06298774,106,9/17/2020 5:11
269,-10.91837791,-37.06298758,106,9/17/2020 5:11
270,-10.918378,-37.06298698,106,9/17/2020 5:11
271,-10.91837822,-37.06298652,106,9/17/2020 5:21
272,-10.91841453,-37.06321011,106,9/17/2020 5:21
273,-10.91847828,-37.06394916,106,9/17/2020 5:21
274,-10.91861829,-37.06397188,106,9/17/2020 5:21
275,-10.91861297,-37.06398652,106,9/17/2020 5:21
276,-10.91861178,-37.06398627,106,9/17/2020 5:21
277,-10.91861355,-37.06398464,106,9/17/2020 5:21
278,-10.91861037,-37.06398528,106,9/17/2020 5:21
279,-10.91861033,-37.06398535,106,9/17/2020 5:21
280,-10.91861101,-37.06398616,106,9/17/2020 5:21
281,-10.91861229,-37.06398567,106,9/17/2020 5:21
282,-10.91861452,-37.06398519,106,9/17/2020 5:21
283,-10.91852107,-37.06433786,106,9/17/2020 5:21
284,-10.91854463,-37.06535452,106,9/17/2020 5:24
285,-10.91862404,-37.06630359,106,9/17/2020 5:24
286,-10.91879595,-37.06735107,106,9/17/2020 5:24
287,-10.91863274,-37.06821768,106,9/17/2020 5:24
288,-10.91867692,-37.06827064,106,9/17/2020 5:24
289,-10.91864985,-37.06846654,106,9/17/2020 5:24
290,-10.91861474,-37.06844821,106,9/17/2020 5:24
291,-10.91861158,-37.06845233,106,9/17/2020 5:24
292,-10.91861335,-37.06844958,106,9/17/2020 5:24
293,-10.91863853,-37.06863415,106,9/17/2020 5:24
294,-10.91866434,-37.06936379,106,9/17/2020 5:25
295,-10.91857642,-37.06997517,106,9/17/2020 5:25
296,-10.91855849,-37.07080263,106,9/17/2020 5:25
297,-10.91839213,-37.07178178,106,9/17/2020 5:25
298,-10.91835998,-37.07254682,106,9/17/2020 5:25
299,-10.91817896,-37.07257863,106,9/17/2020 5:25
300,-10.91805938,-37.07302097,106,9/17/2020 5:25
301,-10.91824085,-37.07327488,106,9/17/2020 5:27
302,-10.91825536,-37.07351718,106,9/17/2020 5:27
303,-10.9182579,-37.07365122,106,9/17/2020 5:27
304,-10.91824237,-37.07365167,106,9/17/2020 5:27
305,-10.91824648,-37.07364797,106,9/17/2020 5:27
306,-10.9182473,-37.07364716,106,9/17/2020 5:27
307,-10.91824587,-37.07364717,106,9/17/2020 5:27
308,-10.9182463,-37.07364646,106,9/17/2020 5:27
309,-10.91824667,-37.07364626,106,9/17/2020 5:27
310,-10.91824711,-37.07364598,106,9/17/2020 5:27
311,-10.91829794,-37.07417675,106,9/17/2020 5:27
312,-10.91832389,-37.07471123,106,9/17/2020 5:29
313,-10.91834816,-37.07553953,106,9/17/2020 5:29
314,-10.91838258,-37.07596903,106,9/17/2020 5:29
315,-10.91830836,-37.076009,106,9/17/2020 5:29
316,-10.91831556,-37.07602092,106,9/17/2020 5:29
317,-10.91835704,-37.07625065,106,9/17/2020 5:29
318,-10.91840705,-37.07718778,106,9/17/2020 5:29
319,-10.91836099,-37.07770235,106,9/17/2020 5:29
320,-10.91843053,-37.07811014,106,9/17/2020 5:29
321,-10.91859487,-37.07820678,106,9/17/2020 5:29
322,-10.91832849,-37.07835976,106,9/17/2020 5:29
323,-10.91841839,-37.07871173,106,9/17/2020 5:29
324,-10.91858561,-37.07912875,106,9/17/2020 5:31
325,-10.91853693,-37.08029196,106,9/17/2020 5:31
326,-10.91847022,-37.08132272,106,9/17/2020 5:31
327,-10.91864122,-37.08232053,106,9/17/2020 5:31
328,-10.91878421,-37.08390708,106,9/17/2020 5:31
329,-10.91902161,-37.08549171,106,9/17/2020 5:31
330,-10.91957646,-37.08678353,106,9/17/2020 5:31
331,-10.91990603,-37.08762652,106,9/17/2020 5:31
332,-10.92011327,-37.08811781,106,9/17/2020 5:31
333,-10.92026249,-37.08852046,106,9/17/2020 5:31
334,-10.92027593,-37.08896067,106,9/17/2020 5:31
335,-10.92028812,-37.08971096,106,9/17/2020 5:33
336,-10.92086275,-37.09022295,106,9/17/2020 5:33
337,-10.92119806,-37.09125864,106,9/17/2020 5:33
338,-10.92158668,-37.09245244,106,9/17/2020 5:33
339,-10.9219998,-37.09341251,106,9/17/2020 5:33
340,-10.92227813,-37.09389165,106,9/17/2020 5:33
341,-10.92251669,-37.09491899,106,9/17/2020 5:34
342,-10.9227356,-37.09633969,106,9/17/2020 5:34
343,-10.92225014,-37.09771002,106,9/17/2020 5:34
344,-10.92184819,-37.09906076,106,9/17/2020 5:34
345,-10.92144139,-37.09987985,106,9/17/2020 5:34
346,-10.92144481,-37.09995651,106,9/17/2020 5:34
347,-10.92130557,-37.10039003,106,9/17/2020 5:35
348,-10.92115916,-37.1016734,106,9/17/2020 5:35
349,-10.92137987,-37.10308411,106,9/17/2020 5:35
350,-10.92125626,-37.10455606,106,9/17/2020 5:35
351,-10.92161594,-37.10520467,106,9/17/2020 5:35
352,-10.92292039,-37.10514096,106,9/17/2020 5:35
353,-10.92374638,-37.10509667,106,9/17/2020 5:35
354,-10.92379817,-37.10503713,106,9/17/2020 5:35
355,-10.92420939,-37.10468552,106,9/17/2020 5:35
564,-10.94377719,-37.05234421,106,9/26/2020 15:26
565,-10.94380113,-37.05243689,106,9/26/2020 15:26
566,-10.94380113,-37.05243689,106,9/26/2020 15:26
567,-10.94380113,-37.05243689,106,9/26/2020 15:26
568,-10.94389747,-37.05271933,106,9/26/2020 15:26
569,-10.94391401,-37.05278014,106,9/26/2020 15:26
570,-10.94391055,-37.05279582,106,9/26/2020 15:26
571,-10.94391002,-37.0527751,106,9/26/2020 15:26
572,-10.94390568,-37.05276475,106,9/26/2020 15:26
573,-10.94389148,-37.05275402,106,9/26/2020 15:26
574,-10.94388506,-37.05272863,106,9/26/2020 15:26
575,-10.94388625,-37.05272224,106,9/26/2020 15:26
576,-10.94389289,-37.05274005,106,9/26/2020 15:26
577,-10.94393527,-37.05259164,106,9/26/2020 15:26
578,-10.944011,-37.05225572,106,9/26/2020 15:26
579,-10.94414457,-37.05185149,106,9/26/2020 15:26
580,-10.94431172,-37.0514325,106,9/26/2020 15:26
581,-10.94491093,-37.05115329,106,9/26/2020 15:26
582,-10.94562236,-37.05113834,106,9/26/2020 15:26
583,-10.94639802,-37.05111179,106,9/26/2020 15:26
584,-10.93485197,-37.11437566,106,9/26/2020 15:26
585,-10.93492009,-37.1143571,106,9/26/2020 15:26
586,-10.93490567,-37.11436008,106,9/26/2020 15:26
587,-10.9045158,-37.0607683,106,9/26/2020 15:26
588,-10.9048774,-37.0609022,106,9/26/2020 15:26
589,-10.9069758,-37.0617381,106,9/26/2020 15:26
590,-10.9074139,-37.0617585,106,9/26/2020 15:26
591,-10.90991479,-37.06368091,106,9/26/2020 15:26
592,-10.91037043,-37.0638204,106,9/26/2020 15:26
593,-10.91039719,-37.06384897,106,9/28/2020 17:20
594,-10.91038495,-37.06386146,106,9/28/2020 17:20
595,-10.9104572,-37.0636817,106,9/28/2020 17:20
596,-10.91038424,-37.06386212,106,9/28/2020 17:20
597,-10.91038458,-37.06386257,106,9/28/2020 17:20
598,-10.91038564,-37.06386298,106,9/28/2020 17:20
599,-10.91038319,-37.06385827,106,9/28/2020 17:20
600,-10.91037654,-37.06385919,106,9/28/2020 17:20
601,-10.91037567,-37.06385283,106,9/28/2020 17:20
602,-10.91037424,-37.06384896,106,9/28/2020 17:20
603,-10.91037301,-37.06384548,106,9/28/2020 17:20
604,-10.91037321,-37.06384589,106,9/28/2020 17:20
605,-10.91037311,-37.06384677,106,9/28/2020 17:22
606,-10.910262,-37.0636226,106,9/28/2020 17:22
607,-10.9105103,-37.06415119,106,9/28/2020 17:22
608,-10.91037788,-37.06479622,106,9/28/2020 17:22
609,-10.91038532,-37.06537071,106,9/28/2020 17:22
610,-10.9104725,-37.0649185,106,9/28/2020 17:22
611,-10.9104264,-37.06620457,106,9/28/2020 17:22
612,-10.91040452,-37.06645781,106,9/28/2020 17:22
613,-10.91038959,-37.06645684,106,9/28/2020 17:22
614,-10.91043627,-37.06645663,106,9/28/2020 17:22
615,-10.91044507,-37.06629409,106,9/28/2020 17:22
616,-10.91042012,-37.06624318,106,9/28/2020 17:23
617,-10.91038071,-37.06631469,106,9/28/2020 17:23
618,-10.91039497,-37.06640927,106,9/28/2020 17:23
619,-10.91041107,-37.06643778,106,9/28/2020 17:23
620,-10.91040914,-37.06642076,106,9/28/2020 17:23
621,-10.91039895,-37.06646988,106,9/28/2020 17:23
622,-10.91039716,-37.06647979,106,9/28/2020 17:23
623,-10.91041009,-37.06653662,106,9/28/2020 17:23
624,-10.91043595,-37.06646358,106,9/28/2020 17:23
625,-10.91044148,-37.06646283,106,9/28/2020 17:23
626,-10.91043338,-37.06648619,106,9/28/2020 17:23
627,-10.91033576,-37.06699685,106,9/28/2020 17:23
628,-10.91027397,-37.06750909,106,9/28/2020 17:23
629,-10.91024523,-37.06806038,106,9/28/2020 17:23
630,-10.91004311,-37.06880422,106,9/28/2020 17:23
631,-10.9099356,-37.06941915,106,9/28/2020 17:23
632,-10.90989355,-37.07009898,106,9/28/2020 17:23
633,-10.90984273,-37.07062161,106,9/28/2020 17:23
634,-10.90976656,-37.07119258,106,9/28/2020 17:23
635,-10.9104811,-37.0679174,106,9/28/2020 17:23
636,-10.90969177,-37.07241256,106,9/28/2020 17:23
637,-10.90949516,-37.07304451,106,9/28/2020 17:23
638,-10.90940338,-37.07327577,106,9/28/2020 17:25
639,-10.90916893,-37.0732941,106,9/28/2020 17:25
640,-10.90881333,-37.07322475,106,9/28/2020 17:25
641,-10.90846584,-37.07312168,106,9/28/2020 17:25
642,-10.90801207,-37.07306176,106,9/28/2020 17:25
643,-10.90772421,-37.07302481,106,9/28/2020 17:25
644,-10.90769975,-37.07298464,106,9/28/2020 17:25
645,-10.90769193,-37.07305305,106,9/28/2020 17:25
646,-10.90777704,-37.07306954,106,9/28/2020 17:25
647,-10.90784553,-37.07307409,106,9/28/2020 17:25
648,-10.90775859,-37.07305427,106,9/28/2020 17:25
649,-10.90781961,-37.07305956,106,9/28/2020 17:26
650,-10.90786137,-37.07306668,106,9/28/2020 17:26
651,-10.90786423,-37.07306418,106,9/28/2020 17:26
652,-10.90786553,-37.07306422,106,9/28/2020 17:26
653,-10.90786645,-37.07306475,106,9/28/2020 17:26
654,-10.90786514,-37.07306513,106,9/28/2020 17:26
655,-10.90786477,-37.07306509,106,9/28/2020 17:26
656,-10.90786444,-37.0730652,106,9/28/2020 17:26
657,-10.90786443,-37.07306534,106,9/28/2020 17:26
658,-10.90786447,-37.07306531,106,9/28/2020 17:26
659,-10.90786452,-37.07306529,106,9/28/2020 17:27
660,-10.90786453,-37.07306525,106,9/28/2020 17:27
661,-10.9078645,-37.07306523,106,9/28/2020 17:27
662,-10.90786454,-37.07306523,106,9/28/2020 17:27
663,-10.90786441,-37.07306516,106,9/28/2020 17:27
664,-10.90786371,-37.07306541,106,9/28/2020 17:27
665,-10.90781191,-37.07316389,106,9/28/2020 17:27
666,-10.90763736,-37.07323866,106,9/28/2020 17:27
667,-10.90766834,-37.0731602,106,9/28/2020 17:27
668,-10.90766496,-37.07315978,106,9/28/2020 17:27
669,-10.90767031,-37.07315811,106,9/28/2020 17:27
670,-10.90767351,-37.07315911,106,9/28/2020 17:27
671,-10.90768151,-37.07315784,106,9/28/2020 17:28
672,-10.90768692,-37.0731559,106,9/28/2020 17:28
673,-10.90768705,-37.07315616,106,9/28/2020 17:28
674,-10.90768508,-37.073159,106,9/28/2020 17:28
675,-10.9076254,-37.0730556,106,9/28/2020 17:28
676,-10.9077563,-37.0732638,106,9/28/2020 17:28
677,-10.9077563,-37.0732638,106,9/28/2020 17:29
678,-10.9077563,-37.0732638,106,9/28/2020 17:29
679,-10.9077563,-37.0732638,106,9/28/2020 17:29
680,-10.9077563,-37.0732638,106,9/28/2020 17:30
681,-10.9077559,-37.0732637,106,9/28/2020 17:30
682,-10.9077559,-37.0732637,106,9/28/2020 17:30
683,-10.9077559,-37.0732637,106,9/28/2020 17:31
684,-10.9077548,-37.0732621,106,9/28/2020 17:31
685,-10.9077548,-37.0732621,106,9/28/2020 17:31
686,-10.90767455,-37.07316693,106,9/28/2020 17:31
687,-10.90767319,-37.07317485,106,9/28/2020 17:31
688,-10.9076707,-37.07318221,106,9/28/2020 17:31
689,-10.90766922,-37.07318769,106,9/28/2020 17:31
690,-10.90766889,-37.0731913,106,9/28/2020 17:31
